action,source,source_id,date_iso,youtube_title,description,tags,playlist,expected_file,source_url,agenda_url,minutes_url,note
upload,granicus,100,2009-07-13,"Cheyenne City Council Meeting — July 13, 2009","City Council — City of Cheyenne, Wyoming — July 13, 2009.
Duration (Granicus): 01h 04m.

Source: City of Cheyenne Granicus archive (https://cheyenne.granicus.com/player/clip/100?view_id=2&redirect=true).
Agenda: https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=100
Minutes: https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=100

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, City Council, public meeting, Granicus, governing body",City Council Meetings,videos/granicus/granicus_clip100_2009-07-13_City_Council.mp4,https://cheyenne.granicus.com/player/clip/100?view_id=2&redirect=true,https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=100,https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=100,
upload,granicus,102,2009-07-27,"Cheyenne City Council Meeting — July 27, 2009","City Council — City of Cheyenne, Wyoming — July 27, 2009.
Duration (Granicus): 00h 57m.

Source: City of Cheyenne Granicus archive (https://cheyenne.granicus.com/player/clip/102?view_id=2&redirect=true).
Agenda: https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=102
Minutes: https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=102

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, City Council, public meeting, Granicus, governing body",City Council Meetings,videos/granicus/granicus_clip102_2009-07-27_City_Council.mp4,https://cheyenne.granicus.com/player/clip/102?view_id=2&redirect=true,https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=102,https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=102,
upload,granicus,105,2009-08-10,"Cheyenne City Council Meeting — August 10, 2009","City Council — City of Cheyenne, Wyoming — August 10, 2009.
Duration (Granicus): 00h 50m.

Source: City of Cheyenne Granicus archive (https://cheyenne.granicus.com/player/clip/105?view_id=2&redirect=true).
Agenda: https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=105
Minutes: https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=105

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, City Council, public meeting, Granicus, governing body",City Council Meetings,videos/granicus/granicus_clip105_2009-08-10_City_Council.mp4,https://cheyenne.granicus.com/player/clip/105?view_id=2&redirect=true,https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=105,https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=105,
upload,granicus,107,2009-08-24,"Cheyenne City Council Meeting — August 24, 2009","City Council — City of Cheyenne, Wyoming — August 24, 2009.
Duration (Granicus): 01h 20m.

Source: City of Cheyenne Granicus archive (https://cheyenne.granicus.com/player/clip/107?view_id=2&redirect=true).
Agenda: https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=107
Minutes: https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=107

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, City Council, public meeting, Granicus, governing body",City Council Meetings,videos/granicus/granicus_clip107_2009-08-24_City_Council.mp4,https://cheyenne.granicus.com/player/clip/107?view_id=2&redirect=true,https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=107,https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=107,
upload,granicus,110,2009-09-14,"Cheyenne City Council Meeting — September 14, 2009","City Council — City of Cheyenne, Wyoming — September 14, 2009.
Duration (Granicus): 03h 42m.

Source: City of Cheyenne Granicus archive (https://cheyenne.granicus.com/player/clip/110?view_id=2&redirect=true).
Agenda: https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=110
Minutes: https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=110

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, City Council, public meeting, Granicus, governing body",City Council Meetings,videos/granicus/granicus_clip110_2009-09-14_City_Council.mp4,https://cheyenne.granicus.com/player/clip/110?view_id=2&redirect=true,https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=110,https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=110,
upload,granicus,111,2009-09-14,"Cheyenne City Council Meeting — September 14, 2009","Rededication Ceremony Vietnam Memorial — City of Cheyenne, Wyoming — September 14, 2009.
Duration (Granicus): 00h 12m.

Source: City of Cheyenne Granicus archive (https://cheyenne.granicus.com/player/clip/111?view_id=2&redirect=true).

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, City Council, public meeting, Granicus, governing body",City Council Meetings,videos/granicus/granicus_clip111_2009-09-14_Rededication_Ceremony_Vietnam_Memorial.mp4,https://cheyenne.granicus.com/player/clip/111?view_id=2&redirect=true,,,
upload,granicus,115,2009-09-28,"Cheyenne City Council Meeting — September 28, 2009","City Council — City of Cheyenne, Wyoming — September 28, 2009.
Duration (Granicus): 00h 45m.

Source: City of Cheyenne Granicus archive (https://cheyenne.granicus.com/player/clip/115?view_id=2&redirect=true).
Agenda: https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=115
Minutes: https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=115

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, City Council, public meeting, Granicus, governing body",City Council Meetings,videos/granicus/granicus_clip115_2009-09-28_City_Council.mp4,https://cheyenne.granicus.com/player/clip/115?view_id=2&redirect=true,https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=115,https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=115,
upload,granicus,117,2009-10-12,"Cheyenne City Council Meeting — October 12, 2009","City Council — City of Cheyenne, Wyoming — October 12, 2009.
Duration (Granicus): 01h 53m.

Source: City of Cheyenne Granicus archive (https://cheyenne.granicus.com/player/clip/117?view_id=2&redirect=true).
Agenda: https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=117
Minutes: https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=117

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, City Council, public meeting, Granicus, governing body",City Council Meetings,videos/granicus/granicus_clip117_2009-10-12_City_Council.mp4,https://cheyenne.granicus.com/player/clip/117?view_id=2&redirect=true,https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=117,https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=117,
upload,granicus,119,2009-10-26,"Cheyenne City Council Meeting — October 26, 2009","City Council — City of Cheyenne, Wyoming — October 26, 2009.
Duration (Granicus): 00h 56m.

Source: City of Cheyenne Granicus archive (https://cheyenne.granicus.com/player/clip/119?view_id=2&redirect=true).
Agenda: https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=119
Minutes: https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=119

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, City Council, public meeting, Granicus, governing body",City Council Meetings,videos/granicus/granicus_clip119_2009-10-26_City_Council.mp4,https://cheyenne.granicus.com/player/clip/119?view_id=2&redirect=true,https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=119,https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=119,
upload,granicus,121,2009-11-09,"Cheyenne City Council Meeting — November 9, 2009","City Council — City of Cheyenne, Wyoming — November 9, 2009.
Duration (Granicus): 01h 53m.

Source: City of Cheyenne Granicus archive (https://cheyenne.granicus.com/player/clip/121?view_id=2&redirect=true).
Agenda: https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=121
Minutes: https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=121

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, City Council, public meeting, Granicus, governing body",City Council Meetings,videos/granicus/granicus_clip121_2009-11-09_City_Council.mp4,https://cheyenne.granicus.com/player/clip/121?view_id=2&redirect=true,https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=121,https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=121,
upload,granicus,123,2009-11-23,"Cheyenne City Council Meeting — November 23, 2009","City Council — City of Cheyenne, Wyoming — November 23, 2009.
Duration (Granicus): 02h 10m.

Source: City of Cheyenne Granicus archive (https://cheyenne.granicus.com/player/clip/123?view_id=2&redirect=true).
Agenda: https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=123
Minutes: https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=123

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, City Council, public meeting, Granicus, governing body",City Council Meetings,videos/granicus/granicus_clip123_2009-11-23_City_Council.mp4,https://cheyenne.granicus.com/player/clip/123?view_id=2&redirect=true,https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=123,https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=123,
upload,granicus,127,2009-12-14,"Cheyenne City Council Meeting — December 14, 2009","City Council — City of Cheyenne, Wyoming — December 14, 2009.
Duration (Granicus): 03h 15m.

Source: City of Cheyenne Granicus archive (https://cheyenne.granicus.com/player/clip/127?view_id=2&redirect=true).
Agenda: https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=127
Minutes: https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=127

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, City Council, public meeting, Granicus, governing body",City Council Meetings,videos/granicus/granicus_clip127_2009-12-14_City_Council.mp4,https://cheyenne.granicus.com/player/clip/127?view_id=2&redirect=true,https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=127,https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=127,
upload,granicus,131,2009-12-28,"Cheyenne City Council Meeting — December 28, 2009","City Council — City of Cheyenne, Wyoming — December 28, 2009.
Duration (Granicus): 03h 42m.

Source: City of Cheyenne Granicus archive (https://cheyenne.granicus.com/player/clip/131?view_id=2&redirect=true).
Agenda: https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=131
Minutes: https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=131

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, City Council, public meeting, Granicus, governing body",City Council Meetings,videos/granicus/granicus_clip131_2009-12-28_City_Council.mp4,https://cheyenne.granicus.com/player/clip/131?view_id=2&redirect=true,https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=131,https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=131,
upload,granicus,135,2010-01-11,"Cheyenne City Council Meeting — January 11, 2010","City Council — City of Cheyenne, Wyoming — January 11, 2010.
Duration (Granicus): 02h 55m.

Source: City of Cheyenne Granicus archive (https://cheyenne.granicus.com/player/clip/135?view_id=2&redirect=true).
Agenda: https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=135
Minutes: https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=135

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, City Council, public meeting, Granicus, governing body",City Council Meetings,videos/granicus/granicus_clip135_2010-01-11_City_Council.mp4,https://cheyenne.granicus.com/player/clip/135?view_id=2&redirect=true,https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=135,https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=135,
upload,granicus,137,2010-01-25,"Cheyenne City Council Meeting — January 25, 2010","City Council — City of Cheyenne, Wyoming — January 25, 2010.
Duration (Granicus): 01h 36m.

Source: City of Cheyenne Granicus archive (https://cheyenne.granicus.com/player/clip/137?view_id=2&redirect=true).
Agenda: https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=137
Minutes: https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=137

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, City Council, public meeting, Granicus, governing body",City Council Meetings,videos/granicus/granicus_clip137_2010-01-25_City_Council.mp4,https://cheyenne.granicus.com/player/clip/137?view_id=2&redirect=true,https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=137,https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=137,
upload,granicus,140,2010-02-08,"Cheyenne City Council Meeting — February 8, 2010","City Council — City of Cheyenne, Wyoming — February 8, 2010.
Duration (Granicus): 00h 22m.

Source: City of Cheyenne Granicus archive (https://cheyenne.granicus.com/player/clip/140?view_id=2&redirect=true).
Agenda: https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=140
Minutes: https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=140

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, City Council, public meeting, Granicus, governing body",City Council Meetings,videos/granicus/granicus_clip140_2010-02-08_City_Council.mp4,https://cheyenne.granicus.com/player/clip/140?view_id=2&redirect=true,https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=140,https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=140,
upload,granicus,142,2010-02-22,"Cheyenne City Council Meeting — February 22, 2010","City Council — City of Cheyenne, Wyoming — February 22, 2010.
Duration (Granicus): 02h 13m.

Source: City of Cheyenne Granicus archive (https://cheyenne.granicus.com/player/clip/142?view_id=2&redirect=true).
Agenda: https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=142
Minutes: https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=142

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, City Council, public meeting, Granicus, governing body",City Council Meetings,videos/granicus/granicus_clip142_2010-02-22_City_Council.mp4,https://cheyenne.granicus.com/player/clip/142?view_id=2&redirect=true,https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=142,https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=142,
