identifier,title,date,year,creator,mediatype,item_url,metadata_url
cochwy-Clark_Hose_Company_Bell_Rededication_Ceremony,Clark Hose Company Bell Rededication Ceremony,2018-09-09T00:00:00Z,2018,Cheyenne,movies,https://archive.org/details/cochwy-Clark_Hose_Company_Bell_Rededication_Ceremony,https://archive.org/metadata/cochwy-Clark_Hose_Company_Bell_Rededication_Ceremony
cochwy-City_Council_Meeting_part_2_9_10_18,City Council Meeting part 2 (9/10/18),2018-09-12T00:00:00Z,2018,Cheyenne,movies,https://archive.org/details/cochwy-City_Council_Meeting_part_2_9_10_18,https://archive.org/metadata/cochwy-City_Council_Meeting_part_2_9_10_18
cochwy-City_Council_Meeting_part_1_9_10_18,City Council Meeting part 1 (9/10/18),2018-09-12T00:00:00Z,2018,Cheyenne,movies,https://archive.org/details/cochwy-City_Council_Meeting_part_1_9_10_18,https://archive.org/metadata/cochwy-City_Council_Meeting_part_1_9_10_18
cochwy-Mayor_Marian_Orr_addressing_crowd_at_Cheyenne_Animal_Shelter_protest,Mayor Marian Orr addressing crowd at Cheyenne Animal Shelter protest,2018-09-15T00:00:00Z,2018,Cheyenne,movies,https://archive.org/details/cochwy-Mayor_Marian_Orr_addressing_crowd_at_Cheyenne_Animal_Shelter_protest,https://archive.org/metadata/cochwy-Mayor_Marian_Orr_addressing_crowd_at_Cheyenne_Animal_Shelter_protest
cochwy-City_Council_Meeting_9_24_18,City Council Meeting (9/24/18),2018-09-26T00:00:00Z,2018,Cheyenne,movies,https://archive.org/details/cochwy-City_Council_Meeting_9_24_18,https://archive.org/metadata/cochwy-City_Council_Meeting_9_24_18
cochwy-Cheyenne_Fire_Rescue_Ladder_1_Going_Through_Weekly_Test,Cheyenne Fire Rescue Ladder 1 Going Through Weekly Test,2018-09-27T00:00:00Z,2018,Cheyenne,movies,https://archive.org/details/cochwy-Cheyenne_Fire_Rescue_Ladder_1_Going_Through_Weekly_Test,https://archive.org/metadata/cochwy-Cheyenne_Fire_Rescue_Ladder_1_Going_Through_Weekly_Test
cochwy-City_Council_Meeting_10_8_18,City Council Meeting (10/8/18),2018-10-09T00:00:00Z,2018,Cheyenne,movies,https://archive.org/details/cochwy-City_Council_Meeting_10_8_18,https://archive.org/metadata/cochwy-City_Council_Meeting_10_8_18
cochwy-Laramie_County_Fire_Chiefs_MDA_Chili_Cook-Off_And_Open_House,Laramie County Fire Chiefs MDA Chili Cook-Off And Open House,2018-10-11T00:00:00Z,2018,Cheyenne,movies,https://archive.org/details/cochwy-Laramie_County_Fire_Chiefs_MDA_Chili_Cook-Off_And_Open_House,https://archive.org/metadata/cochwy-Laramie_County_Fire_Chiefs_MDA_Chili_Cook-Off_And_Open_House
cochwy-City_Council_Meeting_10_22_18,City Council Meeting (10/22/18),2018-10-23T00:00:00Z,2018,Cheyenne,movies,https://archive.org/details/cochwy-City_Council_Meeting_10_22_18,https://archive.org/metadata/cochwy-City_Council_Meeting_10_22_18
cochwy-New_Buses_for_Latchkey_Program,New Buses for Latchkey Program,2018-10-23T00:00:00Z,2018,Cheyenne,movies,https://archive.org/details/cochwy-New_Buses_for_Latchkey_Program,https://archive.org/metadata/cochwy-New_Buses_for_Latchkey_Program
cochwy-City_Council_Meeting_11_13_18,City Council Meeting (11/13/18),2018-11-14T00:00:00Z,2018,Cheyenne,movies,https://archive.org/details/cochwy-City_Council_Meeting_11_13_18,https://archive.org/metadata/cochwy-City_Council_Meeting_11_13_18
cochwy-City_Planning_and_Development_Director_Charles_Bloom_Swearing-In_Ceremony,"City Planning and Development Director, Charles Bloom, Swearing-In Ceremony",2018-11-14T00:00:00Z,2018,Cheyenne,movies,https://archive.org/details/cochwy-City_Planning_and_Development_Director_Charles_Bloom_Swearing-In_Ceremony,https://archive.org/metadata/cochwy-City_Planning_and_Development_Director_Charles_Bloom_Swearing-In_Ceremony
cochwy-City_Council_Meeting_part_2_11_26_18,City Council Meeting part 2 (11/26/18),2018-11-27T00:00:00Z,2018,Cheyenne,movies,https://archive.org/details/cochwy-City_Council_Meeting_part_2_11_26_18,https://archive.org/metadata/cochwy-City_Council_Meeting_part_2_11_26_18
cochwy-City_Council_Meeting_part_1_11_26_18,City Council Meeting part 1 (11/26/18),2018-11-27T00:00:00Z,2018,Cheyenne,movies,https://archive.org/details/cochwy-City_Council_Meeting_part_1_11_26_18,https://archive.org/metadata/cochwy-City_Council_Meeting_part_1_11_26_18
cochwy-City_Council_Meeting_12_10_18,City Council Meeting (12/10/18),2018-12-11T00:00:00Z,2018,Cheyenne,movies,https://archive.org/details/cochwy-City_Council_Meeting_12_10_18,https://archive.org/metadata/cochwy-City_Council_Meeting_12_10_18
cochwy-Cheyenne_Anthem,Cheyenne Anthem,2018-12-11T00:00:00Z,2018,Cheyenne,movies,https://archive.org/details/cochwy-Cheyenne_Anthem,https://archive.org/metadata/cochwy-Cheyenne_Anthem
cochwy-Cheyenne_Police_Department_Swearing_In_Ceremony,Cheyenne Police Department Swearing In Ceremony,2018-12-20T00:00:00Z,2018,Cheyenne,movies,https://archive.org/details/cochwy-Cheyenne_Police_Department_Swearing_In_Ceremony,https://archive.org/metadata/cochwy-Cheyenne_Police_Department_Swearing_In_Ceremony
cochwy-Cheyenne_Fire_Rescue_Bike_Drive,Cheyenne Fire Rescue Bike Drive,2018-12-21T00:00:00Z,2018,Cheyenne,movies,https://archive.org/details/cochwy-Cheyenne_Fire_Rescue_Bike_Drive,https://archive.org/metadata/cochwy-Cheyenne_Fire_Rescue_Bike_Drive
cochwy-City_Council_Meeting_12_20_18,City Council Meeting (12/20/18),2018-12-21T00:00:00Z,2018,Cheyenne,movies,https://archive.org/details/cochwy-City_Council_Meeting_12_20_18,https://archive.org/metadata/cochwy-City_Council_Meeting_12_20_18
cochwy-What_happens_when_you_don_t_water_your_natural_Christmas_tree_....,What happens when you don't water your natural Christmas tree ....,2018-12-21T00:00:00Z,2018,Cheyenne,movies,https://archive.org/details/cochwy-What_happens_when_you_don_t_water_your_natural_Christmas_tree_....,https://archive.org/metadata/cochwy-What_happens_when_you_don_t_water_your_natural_Christmas_tree_....
cochwy-Carol_Intlekofer_Retirement_Reception,Carol Intlekofer Retirement Reception,2018-12-22T00:00:00Z,2018,Cheyenne,movies,https://archive.org/details/cochwy-Carol_Intlekofer_Retirement_Reception,https://archive.org/metadata/cochwy-Carol_Intlekofer_Retirement_Reception
cochwy-Cheyenne_Fire_Rescue_Talks_About_CO_Alarms,Cheyenne Fire Rescue Talks About CO Alarms,2018-12-28T00:00:00Z,2018,Cheyenne,movies,https://archive.org/details/cochwy-Cheyenne_Fire_Rescue_Talks_About_CO_Alarms,https://archive.org/metadata/cochwy-Cheyenne_Fire_Rescue_Talks_About_CO_Alarms
cochwy-Depot_Plaza_Free_Wi-Fi_Project_Announcement,Depot Plaza Free Wi-Fi Project Announcement,2019-01-12T00:00:00Z,2019,Cheyenne,movies,https://archive.org/details/cochwy-Depot_Plaza_Free_Wi-Fi_Project_Announcement,https://archive.org/metadata/cochwy-Depot_Plaza_Free_Wi-Fi_Project_Announcement
cochwy-City_Council_Meeting_1_14_19,City Council Meeting (1/14/19),2019-01-16T00:00:00Z,2019,Cheyenne,movies,https://archive.org/details/cochwy-City_Council_Meeting_1_14_19,https://archive.org/metadata/cochwy-City_Council_Meeting_1_14_19
cochwy-2019_State_of_the_City_Address,2019 State of the City Address,2019-01-18T00:00:00Z,2019,Cheyenne,movies,https://archive.org/details/cochwy-2019_State_of_the_City_Address,https://archive.org/metadata/cochwy-2019_State_of_the_City_Address
cochwy-City_Council_work_session,City Council work session,2019-01-22T00:00:00Z,2019,Cheyenne,movies,https://archive.org/details/cochwy-City_Council_work_session,https://archive.org/metadata/cochwy-City_Council_work_session
cochwy-City_Council_work_session_pt._2,City Council work session pt. 2,2019-01-24T00:00:00Z,2019,Cheyenne,movies,https://archive.org/details/cochwy-City_Council_work_session_pt._2,https://archive.org/metadata/cochwy-City_Council_work_session_pt._2
cochwy-City_Council_Meeting_part_2_1_28_19,City Council Meeting part 2 (1/28/19),2019-01-28T00:00:00Z,2019,Cheyenne,movies,https://archive.org/details/cochwy-City_Council_Meeting_part_2_1_28_19,https://archive.org/metadata/cochwy-City_Council_Meeting_part_2_1_28_19
cochwy-City_Council_Meeting_part_1_1_28_19,City Council Meeting part 1 (1/28/19),2019-01-29T00:00:00Z,2019,Cheyenne,movies,https://archive.org/details/cochwy-City_Council_Meeting_part_1_1_28_19,https://archive.org/metadata/cochwy-City_Council_Meeting_part_1_1_28_19
cochwy-Scouts_BSA_Ceremony,Scouts BSA Ceremony,2019-02-01T00:00:00Z,2019,Cheyenne,movies,https://archive.org/details/cochwy-Scouts_BSA_Ceremony,https://archive.org/metadata/cochwy-Scouts_BSA_Ceremony
cochwy-Cheyenne_Regional_Airport_Expansion,Cheyenne Regional Airport Expansion,2019-02-04T00:00:00Z,2019,Cheyenne,movies,https://archive.org/details/cochwy-Cheyenne_Regional_Airport_Expansion,https://archive.org/metadata/cochwy-Cheyenne_Regional_Airport_Expansion
cochwy-Less_Stress_Proclamation,Less Stress Proclamation,2019-02-06T00:00:00Z,2019,Cheyenne,movies,https://archive.org/details/cochwy-Less_Stress_Proclamation,https://archive.org/metadata/cochwy-Less_Stress_Proclamation
cochwy-City_Council_Meeting_part_1_2_11_19,City Council Meeting part 1 (2/11/19),2019-02-12T00:00:00Z,2019,Cheyenne,movies,https://archive.org/details/cochwy-City_Council_Meeting_part_1_2_11_19,https://archive.org/metadata/cochwy-City_Council_Meeting_part_1_2_11_19
cochwy-City_Council_Meeting_part_2_2_11_19,City Council Meeting part 2 (2/11/19),2019-02-12T00:00:00Z,2019,Cheyenne,movies,https://archive.org/details/cochwy-City_Council_Meeting_part_2_2_11_19,https://archive.org/metadata/cochwy-City_Council_Meeting_part_2_2_11_19
cochwy-City_Council_Meeting_2_25_19,City Council Meeting (2/25/19),2019-02-26T00:00:00Z,2019,Cheyenne,movies,https://archive.org/details/cochwy-City_Council_Meeting_2_25_19,https://archive.org/metadata/cochwy-City_Council_Meeting_2_25_19
cochwy-National_Service_Recognition_Day_Proclamation,National Service Recognition Day Proclamation,2019-04-03T00:00:00Z,2019,Cheyenne,movies,https://archive.org/details/cochwy-National_Service_Recognition_Day_Proclamation,https://archive.org/metadata/cochwy-National_Service_Recognition_Day_Proclamation
cochwy-Union_Pacific_s_Big_Boy_No._4014_Locomotive_Christening_Ceremony,Union Pacific’s Big Boy No. 4014 Locomotive Christening Ceremony,2019-05-06T00:00:00Z,2019,Cheyenne,movies,https://archive.org/details/cochwy-Union_Pacific_s_Big_Boy_No._4014_Locomotive_Christening_Ceremony,https://archive.org/metadata/cochwy-Union_Pacific_s_Big_Boy_No._4014_Locomotive_Christening_Ceremony
cochwy-14th_Annual_Cheyenne_Day_Of_Giving,14th Annual Cheyenne Day Of Giving,2019-05-11T00:00:00Z,2019,Cheyenne,movies,https://archive.org/details/cochwy-14th_Annual_Cheyenne_Day_Of_Giving,https://archive.org/metadata/cochwy-14th_Annual_Cheyenne_Day_Of_Giving
cochwy-Civic_Commons_construction_video,Civic Commons construction video,2019-05-15T00:00:00Z,2019,Cheyenne,movies,https://archive.org/details/cochwy-Civic_Commons_construction_video,https://archive.org/metadata/cochwy-Civic_Commons_construction_video
cochwy-Wyoming_s_First_Habitat_Hero_Demonstration_Garden,Wyoming's First Habitat Hero Demonstration Garden,2019-05-16T00:00:00Z,2019,Cheyenne,movies,https://archive.org/details/cochwy-Wyoming_s_First_Habitat_Hero_Demonstration_Garden,https://archive.org/metadata/cochwy-Wyoming_s_First_Habitat_Hero_Demonstration_Garden
cochwy-Gardens_Gone_Wild_exhibit_at_the_Cheyenne_Botanic_Gardens,"""Gardens Gone Wild"" exhibit at the Cheyenne Botanic Gardens",2019-05-16T00:00:00Z,2019,Cheyenne,movies,https://archive.org/details/cochwy-Gardens_Gone_Wild_exhibit_at_the_Cheyenne_Botanic_Gardens,https://archive.org/metadata/cochwy-Gardens_Gone_Wild_exhibit_at_the_Cheyenne_Botanic_Gardens
cochwy-Unaccompanied_Students_Initiative_-_Mayor_s_Youth_Council,Unaccompanied Students Initiative - Mayor's Youth Council,2019-06-12T00:00:00Z,2019,Cheyenne,movies,https://archive.org/details/cochwy-Unaccompanied_Students_Initiative_-_Mayor_s_Youth_Council,https://archive.org/metadata/cochwy-Unaccompanied_Students_Initiative_-_Mayor_s_Youth_Council
cochwy-Cheyenne_Frontier_Days_Parade,Cheyenne Frontier Days Parade,2019-07-23T00:00:00Z,2019,Cheyenne,movies,https://archive.org/details/cochwy-Cheyenne_Frontier_Days_Parade,https://archive.org/metadata/cochwy-Cheyenne_Frontier_Days_Parade
cochwy-Bryce_Meredith_-_Key_to_the_City,Bryce Meredith - Key to the City,2019-07-29T00:00:00Z,2019,Cheyenne,movies,https://archive.org/details/cochwy-Bryce_Meredith_-_Key_to_the_City,https://archive.org/metadata/cochwy-Bryce_Meredith_-_Key_to_the_City
cochwy-Fearless_Softball,Fearless Softball,2019-07-30T00:00:00Z,2019,Cheyenne,movies,https://archive.org/details/cochwy-Fearless_Softball,https://archive.org/metadata/cochwy-Fearless_Softball
cochwy-Cheyenne_Fire_Rescue_CFR_Swearing-In_Ceremony,Cheyenne Fire Rescue (CFR) Swearing-In Ceremony,2019-08-26T00:00:00Z,2019,Cheyenne,movies,https://archive.org/details/cochwy-Cheyenne_Fire_Rescue_CFR_Swearing-In_Ceremony,https://archive.org/metadata/cochwy-Cheyenne_Fire_Rescue_CFR_Swearing-In_Ceremony
cochwy-Michael_O_Donnell_Swearing-in_Ceremony,Michael O'Donnell Swearing-in Ceremony,2019-08-28T00:00:00Z,2019,Cheyenne,movies,https://archive.org/details/cochwy-Michael_O_Donnell_Swearing-in_Ceremony,https://archive.org/metadata/cochwy-Michael_O_Donnell_Swearing-in_Ceremony
cochwy-Cheyenne_U_Interview_Sydney_Burney,Cheyenne U Interview (Sydney Burney),2019-09-05T00:00:00Z,2019,Cheyenne,movies,https://archive.org/details/cochwy-Cheyenne_U_Interview_Sydney_Burney,https://archive.org/metadata/cochwy-Cheyenne_U_Interview_Sydney_Burney
cochwy-National_Assisted_Living_Week_Proclamation,National Assisted Living Week Proclamation,2019-09-11T00:00:00Z,2019,Cheyenne,movies,https://archive.org/details/cochwy-National_Assisted_Living_Week_Proclamation,https://archive.org/metadata/cochwy-National_Assisted_Living_Week_Proclamation
cochwy-Mural_and_Plaque_Dedication_Ceremony_for_150th_Anniversary_of_Women_s_Suffrage,Mural and Plaque Dedication Ceremony for 150th Anniversary of Women's Suffrage,2019-09-24T00:00:00Z,2019,Cheyenne,movies,https://archive.org/details/cochwy-Mural_and_Plaque_Dedication_Ceremony_for_150th_Anniversary_of_Women_s_Suffrage,https://archive.org/metadata/cochwy-Mural_and_Plaque_Dedication_Ceremony_for_150th_Anniversary_of_Women_s_Suffrage
cochwy-White_Cane_Awareness_Day_Proclamation,White Cane Awareness Day Proclamation,2019-10-16T00:00:00Z,2019,Cheyenne,movies,https://archive.org/details/cochwy-White_Cane_Awareness_Day_Proclamation,https://archive.org/metadata/cochwy-White_Cane_Awareness_Day_Proclamation
cochwy-Thomas_Cobb_Swearing-In_Ceremony,Thomas Cobb Swearing-In Ceremony,2019-10-17T00:00:00Z,2019,Cheyenne,movies,https://archive.org/details/cochwy-Thomas_Cobb_Swearing-In_Ceremony,https://archive.org/metadata/cochwy-Thomas_Cobb_Swearing-In_Ceremony
cochwy-Powderhouse_Greenway_Groundbreaking_Ceremony,Powderhouse Greenway Groundbreaking Ceremony,2019-10-22T00:00:00Z,2019,Cheyenne,movies,https://archive.org/details/cochwy-Powderhouse_Greenway_Groundbreaking_Ceremony,https://archive.org/metadata/cochwy-Powderhouse_Greenway_Groundbreaking_Ceremony
cochwy-National_Apprenticeship_Week_Proclamation,National Apprenticeship Week Proclamation,2019-11-15T00:00:00Z,2019,Cheyenne,movies,https://archive.org/details/cochwy-National_Apprenticeship_Week_Proclamation,https://archive.org/metadata/cochwy-National_Apprenticeship_Week_Proclamation
cochwy-16_Days_of_Activism_Against_Gender_Violence_Zonta_International_Centennial_Anniversary_Pro,16 Days of Activism Against Gender Violence/Zonta International Centennial Anniversary Proclamations,2019-11-26T00:00:00Z,2019,Cheyenne,movies,https://archive.org/details/cochwy-16_Days_of_Activism_Against_Gender_Violence_Zonta_International_Centennial_Anniversary_Pro,https://archive.org/metadata/cochwy-16_Days_of_Activism_Against_Gender_Violence_Zonta_International_Centennial_Anniversary_Pro
cochwy-St._Mary_s_Christmas_Carolers,St. Mary's Christmas Carolers,2019-12-19T00:00:00Z,2019,Cheyenne,movies,https://archive.org/details/cochwy-St._Mary_s_Christmas_Carolers,https://archive.org/metadata/cochwy-St._Mary_s_Christmas_Carolers
cochwy-Tony_Ross_Swearing-In_Ceremony,Tony Ross Swearing-In Ceremony,2020-01-04T00:00:00Z,2020,Cheyenne,movies,https://archive.org/details/cochwy-Tony_Ross_Swearing-In_Ceremony,https://archive.org/metadata/cochwy-Tony_Ross_Swearing-In_Ceremony
cochwy-CFR_Ice_Rescue_Training,CFR Ice Rescue Training,2020-01-30T00:00:00Z,2020,Cheyenne,movies,https://archive.org/details/cochwy-CFR_Ice_Rescue_Training,https://archive.org/metadata/cochwy-CFR_Ice_Rescue_Training
cochwy-SkillsUSA_Week_Proclamation,SkillsUSA Week Proclamation,2020-02-04T00:00:00Z,2020,Cheyenne,movies,https://archive.org/details/cochwy-SkillsUSA_Week_Proclamation,https://archive.org/metadata/cochwy-SkillsUSA_Week_Proclamation
cochwy-Special_City_Council_Meeting_-_Collective_Labor_Bargaining_with_Cheyenne_Professional_Fire,Special City Council Meeting - Collective Labor Bargaining with Cheyenne Professional Firefighters,2020-02-25T00:00:00Z,2020,Cheyenne,movies,https://archive.org/details/cochwy-Special_City_Council_Meeting_-_Collective_Labor_Bargaining_with_Cheyenne_Professional_Fire,https://archive.org/metadata/cochwy-Special_City_Council_Meeting_-_Collective_Labor_Bargaining_with_Cheyenne_Professional_Fire
cochwy-Community_Update_with_Mayor_Orr,Community Update with Mayor Orr,2020-03-18T00:00:00Z,2020,Cheyenne,movies,https://archive.org/details/cochwy-Community_Update_with_Mayor_Orr,https://archive.org/metadata/cochwy-Community_Update_with_Mayor_Orr
cochwy-Wyoming_Teens_Take_2_Challenge_winner_-_Jaden_Moser,Wyoming Teens Take 2 Challenge winner - Jaden Moser,2020-07-01T00:00:00Z,2020,Cheyenne,movies,https://archive.org/details/cochwy-Wyoming_Teens_Take_2_Challenge_winner_-_Jaden_Moser,https://archive.org/metadata/cochwy-Wyoming_Teens_Take_2_Challenge_winner_-_Jaden_Moser
cochwy-Henderson_Ditch_Greenway_Groundbreaking_Ceremony,Henderson Ditch Greenway Groundbreaking Ceremony,2020-07-24T00:00:00Z,2020,Cheyenne,movies,https://archive.org/details/cochwy-Henderson_Ditch_Greenway_Groundbreaking_Ceremony,https://archive.org/metadata/cochwy-Henderson_Ditch_Greenway_Groundbreaking_Ceremony
cochwy-Construction_time_lapse_of_Judge_Joseph_M._Carey_Cheyenne_City_Center,Construction time lapse of Judge Joseph M. Carey Cheyenne City Center,2020-08-11T00:00:00Z,2020,Cheyenne,movies,https://archive.org/details/cochwy-Construction_time_lapse_of_Judge_Joseph_M._Carey_Cheyenne_City_Center,https://archive.org/metadata/cochwy-Construction_time_lapse_of_Judge_Joseph_M._Carey_Cheyenne_City_Center
cochwy-Bridger_Walker_visits_Cheyenne_Fire_Rescue,Bridger Walker visits Cheyenne Fire Rescue,2020-08-27T00:00:00Z,2020,Cheyenne,movies,https://archive.org/details/cochwy-Bridger_Walker_visits_Cheyenne_Fire_Rescue,https://archive.org/metadata/cochwy-Bridger_Walker_visits_Cheyenne_Fire_Rescue
cochwy-Special_Meeting,Special Meeting,2020-09-21T00:00:00Z,2020,Cheyenne,movies,https://archive.org/details/cochwy-Special_Meeting,https://archive.org/metadata/cochwy-Special_Meeting
cochwy-Day_of_Giving_Drive-Thru_Event,Day of Giving Drive-Thru Event,2020-09-22T00:00:00Z,2020,Cheyenne,movies,https://archive.org/details/cochwy-Day_of_Giving_Drive-Thru_Event,https://archive.org/metadata/cochwy-Day_of_Giving_Drive-Thru_Event
cochwy-Disabled_American_Veterans_Day_proclamation,Disabled American Veterans Day proclamation,2020-09-25T00:00:00Z,2020,Cheyenne,movies,https://archive.org/details/cochwy-Disabled_American_Veterans_Day_proclamation,https://archive.org/metadata/cochwy-Disabled_American_Veterans_Day_proclamation
cochwy-Cheyenne_snowplow_interview_with_Bill_Gonzales,Cheyenne snowplow interview with Bill Gonzales,2020-11-20T00:00:00Z,2020,Cheyenne,movies,https://archive.org/details/cochwy-Cheyenne_snowplow_interview_with_Bill_Gonzales,https://archive.org/metadata/cochwy-Cheyenne_snowplow_interview_with_Bill_Gonzales
cochwy-City_of_Cheyenne_Sine_Die_and_Swearing_In_Ceremony,City of Cheyenne Sine Die and Swearing In Ceremony,2021-01-05T00:00:00Z,2021,Cheyenne,movies,https://archive.org/details/cochwy-City_of_Cheyenne_Sine_Die_and_Swearing_In_Ceremony,https://archive.org/metadata/cochwy-City_of_Cheyenne_Sine_Die_and_Swearing_In_Ceremony
cochwy-Cheyenne_City_Council_Regular_Meeting_Jaunary_11th_2021,"Cheyenne City Council - Regular Meeting - Jaunary 11th, 2021",2021-01-12T00:00:00Z,2021,Cheyenne,movies,https://archive.org/details/cochwy-Cheyenne_City_Council_Regular_Meeting_Jaunary_11th_2021,https://archive.org/metadata/cochwy-Cheyenne_City_Council_Regular_Meeting_Jaunary_11th_2021
cochwy-Cheyenne_City_Council_Regular_Meeting_1-25-21,Cheyenne City Council - Regular Meeting - 1-25-21,2021-01-26T00:00:00Z,2021,Cheyenne,movies,https://archive.org/details/cochwy-Cheyenne_City_Council_Regular_Meeting_1-25-21,https://archive.org/metadata/cochwy-Cheyenne_City_Council_Regular_Meeting_1-25-21
cochwy-Cheyenne_Fire_Rescue_Recruitment_Video,Cheyenne Fire Rescue Recruitment Video,2021-02-05T00:00:00Z,2021,Cheyenne,movies,https://archive.org/details/cochwy-Cheyenne_Fire_Rescue_Recruitment_Video,https://archive.org/metadata/cochwy-Cheyenne_Fire_Rescue_Recruitment_Video
cochwy-Cheyenne_City_Council_Regular_Meeting_2-8-21,Cheyenne City Council - Regular Meeting - 2-8-21,2021-02-09T00:00:00Z,2021,Cheyenne,movies,https://archive.org/details/cochwy-Cheyenne_City_Council_Regular_Meeting_2-8-21,https://archive.org/metadata/cochwy-Cheyenne_City_Council_Regular_Meeting_2-8-21
cochwy-West_Edge_Zoning_Workshop,West Edge Zoning Workshop,2021-03-01T00:00:00Z,2021,Cheyenne,movies,https://archive.org/details/cochwy-West_Edge_Zoning_Workshop,https://archive.org/metadata/cochwy-West_Edge_Zoning_Workshop
cochwy-Cheyenne_City_Council_Committee_of_the_Whole_3-3-21,Cheyenne City Council - Committee of the Whole - 3-3-21,2021-03-04T00:00:00Z,2021,Cheyenne,movies,https://archive.org/details/cochwy-Cheyenne_City_Council_Committee_of_the_Whole_3-3-21,https://archive.org/metadata/cochwy-Cheyenne_City_Council_Committee_of_the_Whole_3-3-21
cochwy-2021_Board_of_Public_Utilities_Goals_and_Planning_Presentation,2021 Board of Public Utilities Goals and Planning Presentation,2021-03-08T00:00:00Z,2021,Cheyenne,movies,https://archive.org/details/cochwy-2021_Board_of_Public_Utilities_Goals_and_Planning_Presentation,https://archive.org/metadata/cochwy-2021_Board_of_Public_Utilities_Goals_and_Planning_Presentation
